show_id,type,title,director,cast,country,date_added,release_year,rating,duration_minutes,duration_seasons
s7293,Movie,Leo the Lion,Mario Cambi,"Daniel Amerman, John Cygan, Matthew Mercer, Amanda Allan, Porter Hansen, Debi Derryberry, Mari Devon, Eileen Galindo, Cole Sand","United States, Italy",20/12/2015,2013,TV-Y7-FV,78,
s7378,Movie,Magic Snowflake,Luc Vinciguerra,"Nathan Simony, Benoît Allemane, Vincent Grass, Jean-Claude Donda, Alexis Tomassian, Pascal Sellem, Evelyne Grandjean, Alice Révérend, Kylian Trouillard, Céline Melloul","France, Belgium",20/12/2015,2013,TV-Y,73,
s7542,Movie,My Little Pony Equestria Girls: Friendship Games,"Ishi Rudell, Jayson Thiessen","Tara Strong, Rebecca Shoichet, Ashleigh Ball, Andrea Libman, Tabitha St. Germain, Cathy Weseluck, Iris Quinn, Nicole Oliver","United States, Canada",1/12/2015,2015,TV-Y,72,
s7629,TV Show,Nurse Jackie,Unknown,"Edie Falco, Merritt Wever, Paul Schulze, Peter Facinelli, Stephen Wallem, Eve Best, Dominic Fumusa, Ruby Jerins, Anna Deavere Smith",United States,31/12/2015,2015,TV-MA,,7
s7762,TV Show,Power Rangers Dino Charge,Unknown,"Brennan Mejia, Camille Hyde, Yoshi Sudarso, Michael Taber, James Davies, Claire Blackwelder",United States,2/12/2015,2015,TV-Y7,,1
s7935,Movie,Santa's Apprentice,Luc Vinciguerra,"Julie Gayet, Jean-Pierre Marielle, Lorànt Deutsch, Bruno Salomone, Pierre-François Martin-Laval, Didier Brice, Benoît Allemane, Nathan Simony, Daniela Duspara, Max Cullen","Australia, France, Ireland",20/12/2015,2010,TV-G,72,
s8428,Movie,The Monster of Mangatiti,John Banas,"Greta Gregory, Mark Mitchinson, Bruce Hopkins, John Sumner, Flynn Allen, Harriet Beattie, Carolyn Dando, Laurie Dee, Ruth Dudding",New Zealand,15/12/2015,2015,TV-MA,70,
s8558,TV Show,The West Wing,Unknown,"Martin Sheen, Rob Lowe, Allison Janney, John Spencer, Bradley Whitford, Janel Moloney, Richard Schiff, Dulé Hill, NiCole Robinson, Melissa Fitzgerald, Joshua Malina, Stockard Channing, Kim Webster, Kris Murphy, Timothy Davis-Reed",United States,25/12/2015,2005,TV-14,,7
s8578,Movie,This Was Tomorrow,Wim Bonte,Unknown,Belgium,15/12/2015,2015,NR,77,
s8651,Movie,Tyke Elephant Outlaw,"Susan Lambert, Stefan Moore",Unknown,Australia,1/12/2015,2015,TV-14,78,
s5872,TV Show,Chelsea Does,Unknown,Chelsea Handler,United States,23/1/2016,2016,TV-MA,,1
s5873,Movie,Ricardo O'Farrill Abrazo Genial,"Raúl Campos, Jan Suter",Ricardo O'Farrill,Mexico,22/1/2016,2016,TV-MA,92,
s5874,Movie,Ip Man,Wilson Yip,"Donnie Yen, Simon Yam, Louis Fan, Lam Ka Tung, Xing Yu, Wong You-nam, Chen Zhi Hui, Lynn Hung, Hiroyuki Ikeuchi","Hong Kong, China",15/1/2016,2008,R,107,
s5875,Movie,Ip Man 2,Wilson Yip,"Donnie Yen, Sammo Kam-Bo Hung, Huang Xiaoming, Simon Yam, Lynn Hung, Kanin Ngo, Kent Cheng, Darren Shahlavi, Louis Fan, Calvin Ka-Sing Cheng","Hong Kong, China",15/1/2016,2010,R,108,
s5876,Movie,Tom Segura: Mostly Stories,Jay Karas,Tom Segura,United States,8/1/2016,2016,TV-MA,74,
s6302,TV Show,Big Bad Beetleborgs,Unknown,"Wesley Barker, Herbie Baez, Elisabeth Lund, Shannon Chandler, Billy Forester, Frank Addela, Kyle Jordan, Dave 'Foots' Footman, Derek Stephen Prince, Vivian Smallwood","United States, France, Japan",1/1/2016,1997,TV-G,,2
s6811,TV Show,Frozen Planet,Alastair Fothergill,David Attenborough,"United Kingdom, United States, Spain, Germany, Greece, Canada",28/1/2016,2011,TV-PG,,1
s6812,Movie,Frozen Planet: On Thin Ice,Unknown,David Attenborough,"United Kingdom, United States, Spain, Germany, Greece, Canada",28/1/2016,2011,TV-PG,47,
s6813,Movie,Frozen Planet: The Epic Journey,Unknown,David Attenborough,"United Kingdom, United States, Spain, Germany, Greece, Canada",28/1/2016,2011,TV-PG,52,
s7017,Movie,How to Change the World,Jerry Rothwell,Unknown,"Canada, United Kingdom, Netherlands",1/1/2016,2015,NR,110,
s7456,TV Show,Mighty Morphin Alien Rangers,Unknown,"Julia Jordan, Matthew Sakimoto, Sicily Johnson, Michael O'Laskey II, Michael R. Gotto, Justin Timsit, Rajia Baroudi, David Bacon, Jim Gray, Karim Prince, Alan Palmer, Tom Wyner, Barbara Goodson, Robert Axelrod, Kerrigan Mahan",Unknown,1/1/2016,1996,TV-Y7,,1
s7590,TV Show,Ninja Turtles: The Next Mutation,Unknown,"Jarred Blancard, Mitchell A. Lee Yuen, Dean Choe, Richard Yee, Gabe Khouth, Nicole Parker, Kirby Morrow, Matt Hill, Jason Gray-Stanford, Michael Dobson, Lalainia Lindbjerg, Shishir Inocalla, Fiona Scott, Stephen Mendel, Larry Lam, Geoff Wong","Canada, United States",1/1/2016,1997,TV-G,,1
s7710,TV Show,Parks and Recreation,Unknown,"Amy Poehler, Rashida Jones, Aziz Ansari, Nick Offerman, Aubrey Plaza, Chris Pratt, Jim O'Heir, Retta, Adam Scott, Rob Lowe, Paul Schneider",United States,13/1/2016,2015,TV-14,,7
s7764,TV Show,Power Rangers Dino Thunder,Unknown,"James Napier, Kevin Duhaney, Emma Lahana, Jason David Frank, Jeffrey Parazzo, Katrina Devine, Tom Hern, Miriama Smith, Latham Gaines, James Gaylyn",United States,1/1/2016,2004,TV-Y7,,1
s7765,TV Show,Power Rangers in Space,Unknown,"Tracy Lynn Cruz, Patricia Ja Lee, Christopher Khayman Lee, Justin Nimmo, Roger Velasco, Selwyn Ward, Melody Perkins, Paul Schrier, Jason Narvy, Mioko Fujiwara, Soichiro Hoshi, Yuji Kishimoto, Sanae Kobayashi, Tsuyoshi Takishita, Lex Lang","United States, France, Japan",1/1/2016,1998,TV-Y7,,1
s7766,TV Show,Power Rangers Jungle Fury,Unknown,"Jason Smith, Aljin Abella, Anna Hutchison, David de Lautour, Nikolai Nikolaeff, Sarah Thomson, Bede Skinner, Holly Shanahan, Kelson Henderson, Richard Simpson, Cameron Rhodes, Elisabeth Easther, Mark Wright, Derek Judge",United States,1/1/2016,2008,TV-Y7,,1
s7767,TV Show,Power Rangers Lightspeed Rescue,Unknown,"Michael Chaturantabut, Sean CW Johnson, Alison MacInnis, Keith Robinson, Sasha Craig, Monica Louwerens, Rhett Fisher, Ron Roggé, Jennifer L. Yen, Kim Strauss","France, Japan, United States",1/1/2016,2000,TV-Y7,,1
s7768,TV Show,Power Rangers Lost Galaxy,Unknown,"Archie Kao, Reggie Rolle, Danny Slavin, Valerie Vernon, Cerina Vincent, Russell Lawrence, Amy Miller, Melody Perkins, Kazuki Maehara, Eri Tanaka, Terence J. Rotolo, Hiroshi Tsuchida, Tom Whyte, Bob Papenbrook, Mari Maruta","United States, France, Japan",1/1/2016,1999,TV-Y7,,1
s7769,TV Show,Power Rangers Mystic Force,Unknown,"Firass Dirani, Angie Diaz, Richard Brancatisano, Melanie Vallejo, Nic Sampson, John Tui, Peta Rutter, Antonia Prebble, Barnie Duncan, Kelson Henderson, Donogh Rees, Geoff Dolan, Holly Shanahan",United States,1/1/2016,2006,TV-Y7,,1
s7770,TV Show,Power Rangers Ninja Storm,Unknown,"Pua Magasiva, Sally Martin, Glenn McMillan, Adam Tuominen, Jorgito Vargas Jr., Jason Chan, Katrina Browne, Katrina Devine, Grant McFarland, Peter Rowley, Megan Nicol, Bruce Hopkins","United States, New Zealand",1/1/2016,2003,TV-Y7,,1
s7771,TV Show,Power Rangers Operation Overdrive,Unknown,"James Maclurcan, Caitlin Murphy, Samuell Benta, Rhoda Montemayor, Gareth Yuen, Dwayne Cameron, Rod Lousich, David Weatherley, Kelson Henderson, Gerald Urquhart, Ria Vandervis, Mark Ferguson","United States, New Zealand, Japan",1/1/2016,2007,TV-Y7,,1
s7772,TV Show,Power Rangers RPM,Unknown,"Eka Darville, Ari Boyland, Rose McIver, Milo Cawthorne, Daniel Ewing, Mike Ginn, Li Ming Hu, Olivia Tennet, James Gaylyn, Adelaide Kane, Andrew Laing, Charlie McDermott, Mark Mitchinson",United States,1/1/2016,2009,TV-Y7,,1
s7773,TV Show,Power Rangers S.P.D.,Unknown,"Brandon Jay McLaren, Chris Violette, Matt Austin, Monica May, Alycia Purrott, John Tui, Rene Naufahu, Michelle Langstone, Barnie Duncan, Kelson Henderson, Jim McLarty, Olivia James-Baird, Josephine Davison, Derek Judge, James Gaylyn","United States, New Zealand",1/1/2016,2005,TV-Y7,,1
s7774,TV Show,Power Rangers Samurai,Unknown,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Rene Naufahu, Jeff Szusterman, Felix Ryan, Paul Schrier",United States,1/1/2016,2011,TV-Y7,,1
s7775,Movie,"Power Rangers Samurai: Christmas Together, Friends Forever (Christmas Special)",Unknown,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Steven Skyler, Rene Naufahu, Felix Ryan, Paul Schrier",United States,1/1/2016,2011,TV-Y7,24,
s7776,Movie,Power Rangers Samurai: Clash of the Red Rangers,Unknown,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Rene Naufahu",United States,1/1/2016,2011,TV-Y7,46,
s7777,Movie,Power Rangers Samurai: Party Monsters (Halloween Special),Unknown,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Steven Skyler, Rene Naufahu, Felix Ryan, Paul Schrier, Ricardo Medina Jr.",United States,1/1/2016,2011,TV-Y7,24,
s7778,TV Show,Power Rangers Super Megaforce,Unknown,"Andrew M. Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson, Azim Rizk, Geoff Dolan, Shailesh Prajapati, Ian Harcourt, Estevez Gillespie, Jason Hood",Unknown,1/1/2016,2014,TV-Y7,,1
s7779,Movie,Power Rangers Super Megaforce: The Legendary Battle (Extended),"Charlie Haskell, Koichi Sakamoto","Andrew M. Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson, Azim Rizk, Cameron Jebo, Shailesh Prajapati, Ian Harcourt",United States,1/1/2016,2014,TV-Y7,55,
s7780,TV Show,Power Rangers Super Samurai,Unknown,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Steven Skyler, Rene Naufahu, Felix Ryan, Paul Schrier, Jeff Szusterman, Kate Elliott, Ricardo Medina Jr., Derek Judge, Stig Alred",Unknown,1/1/2016,2012,TV-Y7,,1
s7781,Movie,Power Rangers Super Samurai: Stuck on Christmas,Unknown,"Alex Heartman, Najee De-Tiege, Hector David Jr., Erika Fong, Brittany Anne Pirtle, Steven Skyler, Paul Schrier, Felix Ryan, Jeff Szusterman, Stig Alred, Kate Elliot",United States,1/1/2016,2012,TV-Y7,24,
s7782,Movie,Power Rangers Super Samurai: Trickster Treat,Unknown,"Alex Heartman, Najee De-Tiege, Hector David Jr., Erika Fong, Brittany Anne Pirtle, Steven Skyler, Rene Naufahu, Paul Schrier, Felix Ryan, Jeff Szusterman, Stig Alred, Kate Elliot",United States,1/1/2016,2012,TV-Y7,23,
s7783,TV Show,Power Rangers Time Force,Unknown,"Jason Faunt, Erin Cahill, Kevin Kleinberg, Deborah Estelle Phillips, Michael Copon, Daniel Southworth, Vernon Wells, Kate Sheldon, Edward Lawrence Albert, Brianne Siddall, Terence J. Rotolo, Eddie Frierson",United States,1/1/2016,2001,TV-Y7,,1
s7784,TV Show,Power Rangers Turbo,Unknown,"Johnny Yong Bosch, Nakia Burrise, Blake Foster, Jason David Frank, Catherine Sutherland, Carol Hoyt, Jason Narvy, Paul Schrier, Gregg Bullock, Hilary Shepard, Tracy Lynn Cruz, Patricia Ja Lee, Roger Velasco, Selwyn Ward, Donene Kistler","United States, France, Japan",1/1/2016,1997,TV-Y7,,1
s7785,TV Show,Power Rangers Wild Force,Unknown,"Ricardo Medina Jr., Alyson Kiperman, Phillip Jeanmarie, Jessica Rey, Jack Guzman, Phillip Andrew, Ann Marie Crouch, Ilia Volok, Sin Wong, Danny Wayne, Terence J. Rotolo","United States, Netherlands, Japan, France",1/1/2016,2002,TV-Y7,,1
s7786,TV Show,Power Rangers Zeo,Unknown,"Catherine Sutherland, Nakia Burrise, Steve Cardenas, Johnny Yong Bosch, Jason David Frank, David Yost, Austin St. John, Paul Schrier, Jason Narvy, Namihei Koshige, Danny Wayne, Akira Madden, David Stenstrom, Tadahiro Nakamura, Kerrigan Mahan","United States, France, Japan",1/1/2016,1996,TV-Y7,,1
s7787,TV Show,Power Rangers: Megaforce,Unknown,"Andrew M. Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson, Azim Rizk, Shailesh Prajapati, Ian Harcourt",United States,1/1/2016,2013,TV-Y7,,1
s7788,Movie,Power Rangers: Megaforce: Raising Spirits,Unknown,"Andrew M. Gray, John Mark Loudermilk, Ciara Hanna, Azim Rizk, Christina Masterson, Shailesh Prajapati, Ian Harcourt",United States,1/1/2016,2013,TV-Y7,24,
s7789,Movie,Power Rangers: Megaforce: The Robo Knight Before Christmas,James Barr,"Andrew M. Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson, Azim Rizk, Shailesh Prajapati, Ian Harcourt",United States,1/1/2016,2013,TV-Y7,24,
s8103,TV Show,Strawberry Shortcake: Berry Bitty Adventures,Unknown,"Anna Cummer, Janyse Jaud, Andrea Libman, Britt McKillip, Ingrid Nilson, Ashleigh Ball","France, United States, Canada",1/1/2016,2015,TV-Y,,1
s8412,TV Show,The Making of Frozen Planet,Unknown,David Attenborough,"United Kingdom, United States, Spain, Germany, Greece, Canada",28/1/2016,2012,TV-PG,,1
s8443,TV Show,The Office (U.S.),Unknown,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States,1/1/2016,2012,TV-14,,9
s8670,TV Show,V.R. Troopers,Unknown,"Michael Sorich, Gardner Baldwin, Mike Reynolds, Richard Rabago, Brad Hawkins, Michael Bacon, Kerrigan Mahan, Sarah Brown, Julian Combs, David Carr, Farrand Thompson, Zeb, Aaron Pruner",United States,1/1/2016,1995,TV-G,,2
s5865,Movie,"Crouching Tiger, Hidden Dragon: Sword of Destiny",Yuen Wo-Ping,"Michelle Yeoh, Donnie Yen, Harry Shum Jr., Natasha Liu Bordizzo, Jason Scott Lee, Eugenia Yuan, Roger Yuan, Juju Chan, Chris Pang, Woon Young Park, Darryl Quon","China, United States",26/2/2016,2016,PG-13,101,
s5866,Movie,Marvel Super Hero Adventures: Frost Fight!,Mitch Schauer,"Mick Wingert, Matthew Mercer, Travis Willingham, Fred Tatasciore, Grey DeLisle, Troy Baker, Antony Del Rio, Trevor Devall, Kevin Michael Richardson, Steve Blum, Jane Singer",United States,24/2/2016,2015,PG,74,
s5867,TV Show,Cooked,Unknown,Michael Pollan,United States,19/2/2016,2016,TV-14,,1
s5868,TV Show,Care Bears & Cousins,Unknown,"Michael Sinterniklaas, Michaela Dean, Doug Erholtz, Braeden Fox, Olivia Hack, David Lodge, Nayo Wallace, Ryan Wiesbrock",United States,5/2/2016,2016,TV-Y,,2
s5869,Movie,Hannibal Buress: Comedy Camisado,Lance Bangs,Hannibal Buress,United States,5/2/2016,2016,TV-MA,68,
s5870,TV Show,Turbo FAST,Unknown,"Reid Scott, John Eric Bentley, Amir Talai, Phil LaMarr, Grey DeLisle, Michael Patrick Bell, Eric Bauza",United States,5/2/2016,2016,TV-Y7,,3
s5871,TV Show,Masha's Tales,Unknown,Unknown,Unknown,1/2/2016,2012,TV-Y,,1
s6081,Movie,Abominable Christmas,Chad Van De Keere,"Isabella Acres, Drake Bell, Emilio Estevez, Nolan Gould, Matthew Lillard, Ray Liotta, Jane Lynch, Ariel Winter",United States,18/2/2016,2012,TV-Y7,44,
s6582,Movie,Dear Dracula,Chad Van De Keere,"Nathan Gamble, Ray Liotta, Emilio Estevez, Ariel Winter, Matthew Lillard, Yuri Lowenthal, Marion Ross, Tara Strong",United States,18/2/2016,2012,TV-Y7-FV,43,
s6802,Movie,French Dirty,"Wade Allain-Marcus, Jesse Allain-Marcus","Wade Allain-Marcus, Arjun Gupta, Melina Lizette, Elsa Biedermann, Katie Blake, Santana Dempsey",United States,4/2/2016,2015,TV-MA,72,
s7307,Movie,Lila & Eve,Charles Stone III,"Viola Davis, Jennifer Lopez, Andre Royo, Shea Whigham, Aml Ameen, Chris Chalk, Will Brittain, Michole Briana White, Julius Tennon, Gino Vento, Yolonda Ross",United States,6/2/2016,2015,R,94,
s8029,Movie,Sister Code,Corey Grant,"Drew Sidora, Eva Marcille, Amber Rose, Marcus T. Paulk, Erica Ash, Essence Atkins, Amin Joseph, Rolonda Watts, Brooklyn McLinn, Don Hale Jr., Duane Martin, Anne-Marie Johnson",United States,14/2/2016,2015,R,95,
s8398,TV Show,The Lizzie Borden Chronicles,Unknown,"Christina Ricci, Clea DuVall, Cole Hauser, Dylan Taylor, John Ralston, Bradley Stryker, Olivia Llewellyn, Jeff Wincott, Jessy Schram, Martha Irving, Gabrielle Trudel",United States,1/2/2016,2015,TV-14,,1
s8404,Movie,The Look of Silence,Joshua Oppenheimer,Unknown,"Denmark, Indonesia, Finland, Norway, United Kingdom, Israel, France, United States, Germany, Netherlands",26/2/2016,2014,PG-13,103,
s8472,TV Show,The Pyramid Code,Unknown,Sally Jennings,Canada,8/2/2016,2009,TV-PG,,1
s5858,Movie,Kung Fu Panda: Secrets of the Scroll,Rodolphe Guenoden,"Jack Black, Dustin Hoffman, Seth Rogen, David Cross, Lucy Liu, Tara Macri, James Hong, Randall Duk Kim",United States,25/3/2016,2016,TV-PG,23,
s5859,Movie,He Never Died,Jason Krawczyk,"Henry Rollins, Booboo Stewart, Kate Greenhouse, Jordan Todosey, David Richmond-Peck, James Cade, Don Francks, Steven Ogg",Canada,18/3/2016,2015,R,97,
s5860,Movie,Jimmy Carr: Funny Business,Sam Wrench,Jimmy Carr,United Kingdom,18/3/2016,2016,TV-MA,62,
s5861,Movie,My Beautiful Broken Brain,"Sophie Robinson, Lotje Sodderland","Sophie Robinson, Lotje Sodderland",United Kingdom,18/3/2016,2016,TV-14,84,
s5862,Movie,Pee-wee's Big Holiday,John Lee,"Paul Reubens, Joe Manganiello, Jessica Pohly, Alia Shawkat, Stephanie Beatriz, Brad William Henke, Hal Landon Jr., Diane Salinger, Patrick Egan, Tara Buck, Richard Riehle",United States,18/3/2016,2016,TV-PG,90,
s5863,TV Show,Netflix Presents: The Characters,Unknown,"Lauren Lapkus, John Early, Henry Zebrowski, Kate Berlant, Natasha Rothwell, Paul W. Downs, Tim Robinson, Dr. Brown",United States,11/3/2016,2016,TV-MA,,1
s5864,TV Show,Your lie in April,Unknown,"Natsuki Hanae, Risa Taneda, Ayane Sakura, Ryota Osaka, Saori Hayami, Yuki Kaji",Japan,1/3/2016,2014,TV-14,,1
s6341,Movie,Blue Mountain State: The Rise of Thadland,Lev L. Spiro,"Alan Ritchson, Darin Brooks, James Cade, Rob Ramsay, Chris Romano, Frankie Shaw, Omari Newton, Ed Marinaro, Dhani Jones, Ed Amatrudo, Jimmy Tatro",United States,1/3/2016,2016,R,90,
s6467,Movie,Chicken Little,Mark Dindal,"Zach Braff, Joan Cusack, Patrick Stewart, Steve Zahn, Catherine O'Hara, Harry Shearer, Adam West, Don Knotts, Amy Sedaris, Garry Marshall, Patrick Warburton, Fred Willard, Wallace Shawn",United States,16/3/2016,2005,G,82,
s6540,Movie,Covered: Alive in Asia,"Micah Bickham, Galley Molina",Israel Houghton,United States,31/3/2016,2016,TV-G,75,
s6778,Movie,For Grace,"Mark Helenowski, Kevin Pang",Unknown,United States,2/3/2016,2015,TV-PG,92,
s6912,Movie,Halo: The Fall of Reach,Ian Kirby,"Jen Taylor, Steve Downes, Michelle Lukes, Britt Baron, Travis Willingham, John Bently, Todd Haberkorn, Cole Jensen",United States,7/3/2016,2015,TV-14,65,
s6923,TV Show,Happy Valley,Unknown,"Sarah Lancashire, Siobhan Finneran, Charlie Murphy, James Norton, George Costigan, Karl Davies, Shane Zaza, Steve Pemberton, Joe Armstrong, Adam Long, Rick Warden, Rhys Connah, Katherine Kelly",United Kingdom,16/3/2016,2016,TV-MA,,2
s7004,Movie,Hot Bot,Michael Polish,"Cynthia Kirchner, Doug Haley, Zack Pearlman, Larry Miller, Danny Masterson, Anthony Anderson, David Shackelford, Donald Faison, Angela Kinsey, Kirby Bliss Blanton, John Robinson",United States,1/3/2016,2016,NR,93,
s7106,Movie,It's Now or Never,Maria Ripoll,"Dani Rovira, María Valverde, Jordi Sánchez, Joaquín Núñez, Alicia Rubio, Clara Lago, Anna Gras, Gracia Olayo, Melody, Marta Pérez",Spain,1/3/2016,2015,TV-MA,91,
s7487,Movie,Monkey Up,Robert Vince,"Jonathan Mangum, Erin Allin O'Reilly, Kayden Magnuson, Danny Woodburn, Skylar Astin, John Ratzenberger, David Milchard",Canada,19/3/2016,2016,PG,83,
s8802,Movie,Zinzana,Majid Al Ansari,"Ali Suliman, Saleh Bakri, Yasa, Ali Al-Jabri, Mansoor Alfeeli, Ahd","United Arab Emirates, Jordan",9/3/2016,2015,TV-MA,96,
s5849,Movie,Special Correspondents,Ricky Gervais,"Eric Bana, Ricky Gervais, Vera Farmiga, Kelly Macdonald, Kevin Pollak, America Ferrera, Raúl Castillo, Benjamin Bratt","Canada, United Kingdom, United States",29/4/2016,2016,TV-MA,101,
s5850,Movie,Team Foxcatcher,Jon Greenhalgh,Unknown,United States,29/4/2016,2016,TV-MA,91,
s5851,Movie,Patton Oswalt: Talking for Clapping,Unknown,Patton Oswalt,United States,22/4/2016,2016,TV-MA,66,
s5852,Movie,Belgica,"Felix Van Groeningen, Felix van Groeningen","Stef Aerts, Tom Vermeir, Charlotte Vandermeersch, Hélène Devos, Boris Van Severen, Sara De Bosschere, Dominique Van Malder, Sam Louwyck, Stefaan De Winter, Silvanus Saow","Belgium, France, Netherlands",15/4/2016,2016,TV-MA,127,
s5853,Movie,Hush,Mike Flanagan,"John Gallagher Jr., Kate Siegel, Michael Trucco, Samantha Sloyan, Emma Graves",United States,8/4/2016,2016,R,82,
s5854,TV Show,Cyborg 009 VS Devilman,Unknown,"Jun Fukuyama, Shintaro Asanuma, Haruka Shiraishi, Tomoaki Maeno, M・A・O, Hiroki Touchi, Takeshi Koyama, Yu Mizushima, Hozumi Goda, Ayumu Okamura, Saori Hayami, Satoshi Hino, Johnny Yong Bosch, Bryce Papenbrook, Christine Marie Cabanos, Spike Spencer, Stephanie Sheh, Michael Sinterniklaas, Keith Silverstein, Joey Lotsko, Tony Azzolino, Steve Staley, Cristina Vee, Christopher Corey Smith","Japan, United States",1/4/2016,2015,TV-MA,,1
s5855,Movie,Frank and Cindy,G.J. Echternkamp,Unknown,United States,1/4/2016,2007,TV-MA,70,
s5856,TV Show,Justin Time,Unknown,"Gage Munroe, Scott McCord, Jenna Warren",Canada,1/4/2016,2012,TV-Y,,2
s5857,TV Show,Terrace House: Boys & Girls in the City,Unknown,"You, Reina Triendl, Ryota Yamasato, Yoshimi Tokui, Azusa Babazono, Ayumu Mochizuki, Kentaro",Japan,1/4/2016,2016,TV-14,,2
s6095,TV Show,Africa,Unknown,David Attenborough,United Kingdom,28/4/2016,2013,TV-PG,,1
s6147,TV Show,American Odyssey,Unknown,"Anna Friel, Peter Facinelli, Jake Robinson, Jim True-Frost, Treat Williams, Sadie Sink, Omar Ghazaoui, Nate Mooney, Elena Kampouris, Daniella Pineda, Adewale Akinnuoye-Agbaje",United States,5/4/2016,2015,TV-14,,1
